ID,post_title,post_content,post_status,post_author,post_type,post_date,post_modified,post_tags,post_category,default_category,featured,street,street2,city,region,country,zip,latitude,longitude,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,phone,email,website,facebook,post_images
11443,"ASSOCIATION POUR LA DANSE",,publish,5557,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.507088345895255," -1.5323229035733557",409450038,"ASSOCIATION POUR LA DANSE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11444,"ASS AGRICOLE LOU BROY",,publish,5558,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.35387200485485," -1.557635976521498",409944188,"ASS AGRICOLE LOU BROY",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11445,"ASSOCIATION DE BELLOC",,publish,5559,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.321487560319625," -1.2191628684497087",410594956,"ASSOCIATION DE BELLOC",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11446,"URT VELO 64",,publish,5560,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.45330821031637," -1.488108295743297",448720953,"URT VELO 64",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11447,"MESPLES AVENTURES PEP",,publish,5561,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.076020562884665," -1.0400101830310484",483657888,"MESPLES AVENTURES PEP",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11448,"OFFICE DE TOURISME D'URT",,publish,5562,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.24911494442931," -0.9980282760772419",492229117,"OFFICE DE TOURISME D'URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11449,"GYMNASTIQUE VOLONTAIRE URTOISE",,publish,5563,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.30649861281568," -1.5780495952129285",494184765,"GYMNASTIQUE VOLONTAIRE URTOISE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11450,"LE REVEIL URTOIS",,publish,5564,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.461139127451816," -1.5451368518892088",498544519,"LE REVEIL URTOIS",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11451,"AUTISME ET TED COTE BASQUE",,publish,5565,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.03218691623932," -1.0031664401641855",508327814,"AUTISME ET TED COTE BASQUE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11452,PILOU.PROD.,,publish,5566,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.170745417109515," -1.3246362098712128",514675495,PILOU.PROD.,ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11453,"LES AMIS DE L'ORGUE D'URT",,publish,5567,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.01736960028896," -1.0079950176445873",517473823,"LES AMIS DE L'ORGUE D'URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11454,MOUKA,,publish,5568,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.355332886513665," -1.7118427471128417",518241112,MOUKA,ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11455,AHURTIRECREATION,,publish,5569,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.249594189850775," -1.3761618325158218",749822706,AHURTIRECREATION,ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11456,"MONASTERE RELIGIEUSES BENEDICTINES",,publish,5570,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.52068332231557," -1.5171297659632033",782381115,"MONASTERE RELIGIEUSES BENEDICTINES",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11457,"SYNDICAT D INITIATIVE",,publish,5571,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.42572969110254," -1.511917732702981",782381131,"SYNDICAT D INITIATIVE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11458,"ABBAYE NOTRE DAME DE BELLOCQ",,publish,5572,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.442996651599586," -1.3901812334515071",782381347,"ABBAYE NOTRE DAME DE BELLOCQ",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11459,"ASSOC EDUCAT POPUL ST JOSEPH",,publish,5573,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.370541543619765," -1.7396131032551108",782381370,"ASSOC EDUCAT POPUL ST JOSEPH",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11460,"LES CIGALES",,publish,5574,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.38285113414059," -1.7462181019855438",782381388,"LES CIGALES",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11461,"LES ALEVINS",,publish,5575,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.21252337018948," -1.420093743539414",782381396,"LES ALEVINS",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11462,"AMICALE LAIQUE",,publish,5576,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.30343068219411," -1.055811867217538",782381404,"AMICALE LAIQUE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11463,"OSMOSE SPORT EVENEMENT - OSE",,publish,5577,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.20990017767547," -1.1176072220572308",790250286,"OSMOSE SPORT EVENEMENT - OSE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11464,"ENSEMBLE 64 CONSTRUISONS VOTRE AVENIR",,publish,5578,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.250821685835646," -1.4812516718147088",793530759,"ENSEMBLE 64 CONSTRUISONS VOTRE AVENIR",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11465,"SECTION DES JEUNES SAPEURS POMPIERS D URT",,publish,5579,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.26263510028958," -1.1567163405258647",798036737,"SECTION DES JEUNES SAPEURS POMPIERS D URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11466,"ECOLE DE CIRQUE CIRCULONS",,publish,5580,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.037464186138486," -1.0228924689752015",801841743,"ECOLE DE CIRQUE CIRCULONS",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11467,"COURS CESTAC",,publish,5581,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.074346198978986," -1.0911508790332791",808301790,"COURS CESTAC",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11468,"ANCIENS SAPEURS POMPIERS D'URT",,publish,5582,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.10244053521522," -1.0345030771405164",812555597,"ANCIENS SAPEURS POMPIERS D'URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11469,"QUAD MOTO LANDES",,publish,5583,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.42210963360997," -1.682723015011698",812817294,"QUAD MOTO LANDES",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11470,"CLUB URTOIS DE  L AGE D OR",,publish,5584,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.16853198898024," -1.2251200927146804",813101318,"CLUB URTOIS DE L AGE D OR",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11471,"COMITE DES FETES D'URT",,publish,5585,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.44194849269795," -1.5853487340912948",817452634,"COMITE DES FETES D'URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11472,"AMICALE DES SAPEURS POMPIERS D 'URT",,publish,5586,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.30083147029241," -1.1212860929128308",818732604,"AMICALE DES SAPEURS POMPIERS D 'URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11473,"ASSOCIATION COMMUNALE DE CHASSE AGREEE D'URT",,publish,5587,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.243961576411216," -1.1239421926467714",819407461,"ASSOCIATION COMMUNALE DE CHASSE AGREEE D'URT",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11474,GAIA,,publish,5588,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.41039388513641," -1.5679729773551172",838227759,GAIA,ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11475,"SONS OF EUSKADI SOE",,publish,5589,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.220883730833414," -1.3082584250731288",877519108,"SONS OF EUSKADI SOE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11476,ARTVENTURE,,publish,5590,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.1808716538374," -1.0350903597315138",894066943,ARTVENTURE,ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11477,"ERROBIKO JOALDUNAK",,publish,5591,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,SAINT-PIERRE-D'IRUBE,Nouvelle-Aquitaine,France,64990,43.194715963864," -1.3137850363855907",888421708,"ERROBIKO JOALDUNAK",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11478,"ASS PARENT ELEVES E P ARRUNTZ",,publish,5592,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.35633686750867," -1.4400511643475191",308657436,"ASS PARENT ELEVES E P ARRUNTZ",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11479,"CUMA ZASPIAK BAT",,publish,5593,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.37611761702284," -1.5429789593388148",324020015,"CUMA ZASPIAK BAT",COOPERATIVES,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11480,"ASSOC ENTZUN-IKUS",,publish,5594,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.29375028367942," -1.0897924391045177",325365765,"ASSOC ENTZUN-IKUS",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11481,"CENTRE DE LOISIRS D USTARITZ",,publish,5595,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.12124438691585," -1.1280038782528008",327180907,"CENTRE DE LOISIRS D USTARITZ",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11482,"SCOP OLABERRIA SA",,publish,5596,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.224122769226796," -1.1143742256741533",329140289,"SCOP OLABERRIA SA",COOPERATIVES,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11483,"ASSOC ERROBIKO KASKAROTAK",,publish,5597,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.137477807245325," -1.07080086020758",331801159,"ASSOC ERROBIKO KASKAROTAK",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11484,"OGEC ST FRANCOIS XAVIER",,publish,5598,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.160533236291414," -1.079545193964647",334611381,"OGEC ST FRANCOIS XAVIER",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11485,OGEC,,publish,5599,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.105768740655954," -1.21532468091688",334652757,OGEC,ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11486,"RESIDENCE ELIZA HEGI",,publish,5600,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.28311540091809," -1.159560345320632",338847692,"RESIDENCE ELIZA HEGI",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11487,"IPARRALDEKO DANTZARIEN BILTZARRA - FEDERATION DE LA DANSE BASQUE",,publish,5601,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.476283," -1.762394",343925194,"IPARRALDEKO DANTZARIEN BILTZARRA - FEDERATION DE LA DANSE BASQUE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11488,"ASS IZARTEGIN UZTARITZE",,publish,5602,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.394812," -1.476384",349050815,"ASS IZARTEGIN UZTARITZE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11489,"ASSOC POUR LA GESTION PISCINE LANDAGOYEN",,publish,5603,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.198237," -1.298472",378569602,"ASSOC POUR LA GESTION PISCINE LANDAGOYEN",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11490,"CLUB AITZ ZAIXPY",,publish,5604,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.382764," -1.493182",379241367,"CLUB AITZ ZAIXPY",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11491,"INSTITUT CULTUREL BASQUE",,publish,5605,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.051928," -1.689172",379325483,"INSTITUT CULTUREL BASQUE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11492,"CPE DE L'ECOLE D'HERAMITZ",,publish,5606,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.198123," -1.239182",379549488,"CPE DE L'ECOLE D'HERAMITZ",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11493,"ASS USTARITZEKO IKASTOLA",,publish,5607,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.093812," -1.023984",379627722,"ASS USTARITZEKO IKASTOLA",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11494,"ASSOCIATION DE PARENTS D ELEVES",,publish,5608,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.485912," -1.742381",380367797,"ASSOCIATION DE PARENTS D ELEVES",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11495,"ASSOCIATION SAINTE ELISABETH ANDAULA",,publish,5609,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.130984," -1.104728",382132215,"ASSOCIATION SAINTE ELISABETH ANDAULA",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11496,"OBEKI SARL",,publish,5610,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.401283," -1.203981",384823217,"OBEKI SARL",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11497,"RUGBY CLUB USTARITZ-JATXOU",,publish,5611,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.220938," -1.539284",388508350,"RUGBY CLUB USTARITZ-JATXOU",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11498,"ASS POUR UNE RADIO EGLISE EN PAYS BASQUE",,publish,5612,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.312938," -1.120394",388962557,"ASS POUR UNE RADIO EGLISE EN PAYS BASQUE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11499,"ASS FAMILIALE LAIQUE DENERI IDEKIA",,publish,5613,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.487192," -1.364728",394573778,"ASS FAMILIALE LAIQUE DENERI IDEKIA",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11500,"ASSOCIATION L'ESPACE INTERIEUR",,publish,5614,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.152739," -1.274938",399164920,"ASSOCIATION L'ESPACE INTERIEUR",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11501,"BALL TRAP CLUB D USTARITZ",,publish,5615,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.417839," -1.395384",403698681,"BALL TRAP CLUB D USTARITZ",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11502,"ASSOCIATION ZERGATIKOTE",,publish,5616,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.385928," -1.693847",410659429,"ASSOCIATION ZERGATIKOTE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11503,"CHORALE MIXTE LAPURTARRAK",,publish,5617,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.450928," -1.172384",411797657,"CHORALE MIXTE LAPURTARRAK",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11504,ERANTZUN,,publish,5618,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.213847," -1.593847",413113291,ERANTZUN,ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11505,"KARATE CLUB DE CAMBO",,publish,5619,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.092847," -1.238473",413855396,"KARATE CLUB DE CAMBO",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11506,"ASS  SYNDICALE LOTISSEMENT INTARTARTEAK",,publish,5620,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.350928," -1.192837",425187028,"ASS SYNDICALE LOTISSEMENT INTARTARTEAK",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11507,"ASS  OBEKI LOI 1901",,publish,5621,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.284729," -1.493728",425187291,"ASS OBEKI LOI 1901",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11508,"ASSO SPORTIVE ET CULTURELLE D'ARRANTS",,publish,5622,gd_place,"2025-07-21 19:54:06","2025-07-23 12:43:59",,",29,",29,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.298372," -1.273849",428736268,"ASSO SPORTIVE ET CULTURELLE D'ARRANTS",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11509,"HERRI SOINU",,publish,5623,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.420938," -1.294738",433520640,"HERRI SOINU",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11510,"ASSOCIATION DE GYMNASTIQUE VOLONTAIRE",,publish,5624,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.320948," -1.302847",439208109,"ASSOCIATION DE GYMNASTIQUE VOLONTAIRE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11511,"HIZKUNTZA KONTSEILUA - CONSEIL LANGUE BA",,publish,5625,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.118473," -1.112983",439233545,"HIZKUNTZA KONTSEILUA - CONSEIL LANGUE BA",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11512,"TENNIS CLUB USTARITZ",,publish,5626,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.398472," -1.223748",439904616,"TENNIS CLUB USTARITZ",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11513,"ASSOCIATION HEGALALDIA-L'ENVOL",,publish,5627,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.240384," -1.302948",442731048,"ASSOCIATION HEGALALDIA-L'ENVOL",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11514,"ASSOCIATION EUSKAL HERRIKO AFRICANOAK",,publish,5628,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.347283," -1.583749",450501333,"ASSOCIATION EUSKAL HERRIKO AFRICANOAK",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11515,"ASSOCIATION ECOGIS",,publish,5629,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.483728," -1.273894",477519151,"ASSOCIATION ECOGIS",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11516,"AIDE DOMICILE DU LABOURD",,publish,5630,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.243847," -1.237483",478348105,"AIDE DOMICILE DU LABOURD",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11517,"ASSOCIATION UR-BEGI (LA SOURCE)",,publish,5631,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.378192," -1.194728",479089484,"ASSOCIATION UR-BEGI (LA SOURCE)",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11518,"BIARRITZ PHOTO",,publish,5632,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.348273," -1.183748",481657757,"BIARRITZ PHOTO",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11519,"HATS ONTZEA",,publish,5633,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.382948," -1.394738",482985504,"HATS ONTZEA",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11520,"UNIS TERRE",,publish,5634,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.230928," -1.574928",490058252,"UNIS TERRE",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
11521,"BASKET CLUB ERROBI",,publish,5635,gd_place,"2025-07-21 19:54:06","2025-07-21 19:54:06",,,,0,,,USTARITZ,Nouvelle-Aquitaine,France,64480,43.497382," -1.503847",492777636,"BASKET CLUB ERROBI",ASSOCIATIONS,Nive-Nivelle,ERROBI,"UTD Labourd",,,,,,,
