ID,post_title,post_content,post_status,post_author,post_type,post_date,post_modified,post_tags,post_category,default_category,featured,street,street2,city,region,country,zip,latitude,longitude,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,phone,email,website,facebook,post_images
11368,"CHOEURS BASQUES GORAKI",,publish,5482,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.084469802561316," -1.1724661047083402",479720419,"CHOEURS BASQUES GORAKI",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11369,"AZTI BEGIA",,publish,5483,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.359768570869626," -1.3495897791051883",481317642,"AZTI BEGIA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11370,"COMITE DE JUMELAGE URRUGNE-SULZBACH",,publish,5484,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.38919972786372," -1.723179704984751",482966678,"COMITE DE JUMELAGE URRUGNE-SULZBACH",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11371,"LES ORGUES D URRUGNE",,publish,5485,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.23193390335286," -1.3689587638659297",483174074,"LES ORGUES D URRUGNE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11372,"SITES ET MUSEES EN PAYS BASQUE",,publish,5486,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.31666018923257," -1.4444266467837181",483175527,"SITES ET MUSEES EN PAYS BASQUE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11373,"ATELIER SELARUA",,publish,5487,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.34690174552637," -1.2508230061289403",492334693,"ATELIER SELARUA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11374,"IPARLA BAIGURA KOMUNIKAZIOA",,publish,5488,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.328977314411986," -1.4119984705235176",494854862,"IPARLA BAIGURA KOMUNIKAZIOA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11375,DANTZANI,,publish,5489,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.382480520689256," -1.3579339162088506",495058331,DANTZANI,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11376,"EUSKAL MOTO CLUB",,publish,5490,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.162873094689814," -1.2047220123271152",495139487,"EUSKAL MOTO CLUB",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11377,"HANDI ACTIONS 64",,publish,5491,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.30991370969424," -1.6362698693349125",498069681,"HANDI ACTIONS 64",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11378,"ASS HERRI KIROLARI BAI",,publish,5492,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.451824167767164," -1.6052437655084173",501663504,"ASS HERRI KIROLARI BAI",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11379,"ASSOCIATION LAMINAK",,publish,5493,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.30887123116136," -1.6464499380591364",502830888,"ASSOCIATION LAMINAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11380,"COMITE DES FETES DE PAUSU",,publish,5494,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.35546792020646," -1.3250651796382182",504841040,"COMITE DES FETES DE PAUSU",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11381,"ESKU PILOTA",,publish,5495,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.19467090401238," -1.0973850515867554",508494457,"ESKU PILOTA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11382,"BIL TOKIA",,publish,5496,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.422174554900664," -1.3629558263199497",510941537,"BIL TOKIA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11383,"ASSOCIATION PRACTICE DE LA CORNICHE",,publish,5497,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.46643730202224," -1.4053227153746763",513673442,"ASSOCIATION PRACTICE DE LA CORNICHE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11384,"CHOEUR DE JEUNES TXIMI-TXAMA",,publish,5498,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.33066127258059," -1.1222185342489015",517953949,"CHOEUR DE JEUNES TXIMI-TXAMA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11385,"EUKAL TEAM ENDURANCE",,publish,5499,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.163894326227336," -1.0358915376166036",518672282,"EUKAL TEAM ENDURANCE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11386,"AMICALE DU PERSONNEL DE LA VILLE D'URRUGNE",,publish,5500,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.412692651425566," -1.4452245415819889",522353184,"AMICALE DU PERSONNEL DE LA VILLE D'URRUGNE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11387,KIMUENTZAT,,publish,5501,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.172193240600805," -1.0913739784589218",524634268,KIMUENTZAT,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11388,"POMPIERS POUR LE SECOURS INTERNATIONAL ET LE DEVELOPPEMENT PAYS BASQUE BEARN",,publish,5502,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.30534438919698," -1.6056056062265307",532360948,"POMPIERS POUR LE SECOURS INTERNATIONAL ET LE DEVELOPPEMENT PAYS BASQUE BEARN",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11389,KOLOKA,,publish,5503,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.22338538639789," -1.4266859549406168",752393868,KOLOKA,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11390,"FLEET PARC CONSEIL GESTION",,publish,5504,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.221699017637135," -1.2264826116643324",752880930,"FLEET PARC CONSEIL GESTION",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11391,"LES AMIS DE LA JEUNESSE",,publish,5505,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.27809081876185," -1.0417741648235141",782380869,"LES AMIS DE LA JEUNESSE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11392,"ASSOCIATION L'ART D'ETRE",,publish,5506,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.096159090619906," -1.04653731602009",797738424,"ASSOCIATION L'ART D'ETRE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11393,"AFRICA NA GUEZE",,publish,5507,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.18557591731972," -1.0861298890811732",804473437,"AFRICA NA GUEZE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11394,"ROUTE DE L HISTOIRE- SUR LES PAS DES SEIGNEURS DU BEARN ET DU PAYS BASQUE",,publish,5508,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.28047017754845," -1.1715404617111518",808379127,"ROUTE DE L HISTOIRE- SUR LES PAS DES SEIGNEURS DU BEARN ET DU PAYS BASQUE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11395,"ASS A.V.A.",,publish,5509,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.29054086284684," -1.498426579597207",811337286,"ASS A.V.A.",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11396,"DE LA SOURCE A LA MER",,publish,5510,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.05212005487664," -1.105017687858521",812465441,"DE LA SOURCE A LA MER",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11397,"ENFANTS DU DESERT MAROCAIN",,publish,5511,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.39782256863421," -1.3559159895754447",812952091,"ENFANTS DU DESERT MAROCAIN",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11398,"INITIATIVE CITOYENNE POUR L'INTERCOMMUNALITE PAYS BASQUE",,publish,5512,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.06232116356674," -1.1438691958369294",813938149,"INITIATIVE CITOYENNE POUR L'INTERCOMMUNALITE PAYS BASQUE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11399,"CINEMA ITSAS MENDI",,publish,5513,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.204159708085854," -1.1825897237293306",814459483,"CINEMA ITSAS MENDI",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11400,"BASQUE ELECTRONIC DIASPORA (B.E.D.)",,publish,5514,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.4754000291629," -1.5102454889850732",814669792,"BASQUE ELECTRONIC DIASPORA (B.E.D.)",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11401,"LARUN AIREA  (L'AIR DE LA RHUNE)",,publish,5515,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.189154189570615," -1.1991112720172286",815186309,"LARUN AIREA (L'AIR DE LA RHUNE)",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11402,TXIKIREKIN,,publish,5516,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.31988823288751," -1.3308600012237524",818274581,TXIKIREKIN,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11403,SNOWDENS,,publish,5517,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.4016166180444," -1.3716908402194323",818343071,SNOWDENS,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11404,"BIOTZEZ ELKARTEA",,publish,5518,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.321743514156715," -1.320968852906394",818765232,"BIOTZEZ ELKARTEA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11405,HURBIL,,publish,5519,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.234734980816995," -1.2193183241821735",820743979,HURBIL,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11406,"LA SOURCE ITURRIA",,publish,5520,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.3482813328818," -1.1937076343702917",821386018,"LA SOURCE ITURRIA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11407,ELKARTASUNA,,publish,5521,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.29692424924424," -1.0798778489651997",822209318,ELKARTASUNA,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11408,"ASSOCIATION DES PARENTS D'ELEVES GROUPE SCOLAIRE IMMACULEE CONCEPTION SAINT FRANCOIS XAVIER",,publish,5522,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.481616560909984," -1.4468317333240075",822459244,"ASSOCIATION DES PARENTS D'ELEVES GROUPE SCOLAIRE IMMACULEE CONCEPTION SAINT FRANCOIS XAVIER",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11409,BAYLASUN,,publish,5523,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.069772069902726," -1.1186512176444834",824087076,BAYLASUN,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11410,"FONDS DE DOTATION DU CHATEAU D'URTUBIE",,publish,5524,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.388155518602794," -1.5690715933239239",828221481,"FONDS DE DOTATION DU CHATEAU D'URTUBIE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11411,"FONDS DE DOTATION DU CHATEAU D'URTUBIE",,publish,5525,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.25783058663072," -1.1161479556123715",828350470,"FONDS DE DOTATION DU CHATEAU D'URTUBIE",FONDATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11412,ALTERTZEN,,publish,5526,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.00559815746116," -1.0062943341268702",832050249,ALTERTZEN,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11413,IZAN,,publish,5527,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.197372402681474," -1.2021999461124295",837533496,IZAN,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11414,"NIRVANA YOGA",,publish,5528,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.33268273833009," -1.5496950316444433",840276356,"NIRVANA YOGA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11415,"CLUB GYM DANSE BIEN ETRE",,publish,5529,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.295051296990884," -1.1425241166498237",840493217,"CLUB GYM DANSE BIEN ETRE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11416,LARRUNKOOP,,publish,5530,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.420387443305934," -1.4992732182779287",843393869,LARRUNKOOP,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11417,"KANTAURI ABESBATZA",,publish,5531,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.1932575400573," -1.0652618702776357",847692084,"KANTAURI ABESBATZA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11418,"ASSOCIATION DES PECHEURS A LA LIGNE DE LA BIDASSOA",,publish,5532,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.28008659084382," -1.0939287161196383",848562088,"ASSOCIATION DES PECHEURS A LA LIGNE DE LA BIDASSOA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11419,KRONOESKALADAK,,publish,5533,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.105117158423376," -0.9553422537839645",850155953,KRONOESKALADAK,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11420,"LES EPICURIENS DU 64",,publish,5534,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.259566019068636," -1.3489755796677967",850305665,"LES EPICURIENS DU 64",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11421,"DEVELOPPEMENT SOLIDAIRE TERROIRS D'EMERGENCE",,publish,5535,gd_place,"2025-07-21 19:54:04","2025-07-21 19:54:04",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.31647042354449," -1.3254840332173674",851302596,"DEVELOPPEMENT SOLIDAIRE TERROIRS D'EMERGENCE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11422,"PAUSUKO BESTAK",,publish,5536,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.34203443683285," -1.6873443222861684",879876936,"PAUSUKO BESTAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11423,ACCORDS64,,publish,5537,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.221583483607944," -1.217623721411528",880265343,ACCORDS64,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11424,PRIMADERAN,,publish,5538,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.327448643974634," -1.6186912251266075",880721402,PRIMADERAN,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11425,"BAYLASUN NORDIC WALK",,publish,5539,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.242451643273945," -1.3319973097163502",887986826,"BAYLASUN NORDIC WALK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11426,"ASSOCIATION AMBULANCIERE DE REPONSE A L'URGENCE (A.A.R.U.64)",,publish,5540,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.40492907588544," -1.6234123815952264",890693831,"ASSOCIATION AMBULANCIERE DE REPONSE A L'URGENCE (A.A.R.U.64)",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11427,"COMITE OLETAKO NAHASIAK",,publish,5541,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.134145639892374," -1.0398526059613387",891573909,"COMITE OLETAKO NAHASIAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11428,AINARAK,,publish,5542,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.3433460933041," -1.2337620878507365",891737272,AINARAK,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11429,"URRUNAKO ANTZERKI ESKOLA",,publish,5543,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.39821661442779," -1.3923378291355508",892118910,"URRUNAKO ANTZERKI ESKOLA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11430,"BETI  ZOKOA",,publish,5544,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.36353542264034," -1.6079386566263771",892496837,"BETI ZOKOA",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11431,"ERLAITZAKO BURASOAK",,publish,5545,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.434453743150065," -1.5044948629058548",892582883,"ERLAITZAKO BURASOAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11432,AIROSKI,,publish,5546,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.4849871838212," -1.4980528861017697",892958786,AIROSKI,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11433,"HUMANS BY NATURE",,publish,5547,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.391482455651136," -1.4272050722143574",893181529,"HUMANS BY NATURE",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11434,HAZIA,,publish,5548,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.245712331689326," -1.4056255848402097",893262923,HAZIA,ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11435,"BATTERIE FANFARE URRUNARRAK",,publish,5549,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.07912798150932," -1.0557713384074132",893272088,"BATTERIE FANFARE URRUNARRAK",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11436,"UN COEUR DANS LES VOILES (COURSE AU LARGE)",,publish,5550,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URRUGNE,Nouvelle-Aquitaine,France,64122,43.34856507166613," -1.235597123885654",895071561,"UN COEUR DANS LES VOILES (COURSE AU LARGE)",ASSOCIATIONS,Nive-Nivelle,"SUD PAYS BASQUE","UTD Labourd",,,,,,,
11437,"AYA AUTO SCOOT 64",,publish,5551,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,SAINT-PIERRE-D'IRUBE,Nouvelle-Aquitaine,France,64990,43.23997846129621," -1.3325784369703442",878642610,"AYA AUTO SCOOT 64",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11438,"ASSOCIATION SYNDICALE LOT URT-VILLAGE",,publish,5552,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.29634558979269," -1.4874926649062328",315014068,"ASSOCIATION SYNDICALE LOT URT-VILLAGE",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11439,"LE NID URTOIS",,publish,5553,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.3241896590848," -1.355531575628295",342372414,"LE NID URTOIS",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11440,"CUMA D'URT",,publish,5554,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.04374511250575," -0.9729817695352732",343926358,"CUMA D'URT",COOPERATIVES,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11441,"TENNIS CLUB URTOIS",,publish,5555,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.278996199261954," -1.1790888801700514",383193901,"TENNIS CLUB URTOIS",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
11442,"ASSOCIATION VAL D'ADOUR MARITIME",,publish,5556,gd_place,"2025-07-21 19:54:05","2025-07-21 19:54:05",,,,0,,,URT,Nouvelle-Aquitaine,France,64240,43.44703431019796," -1.5118105730038782",404180150,"ASSOCIATION VAL D'ADOUR MARITIME",ASSOCIATIONS,Adour-BAB,"NIVE ADOUR","UTD Labourd",,,,,,,
