post_id,post_title,_search_title,post_status,post_tags,post_category,default_category,featured,featured_image,submit_ip,overall_rating,rating_count,street,street2,city,region,country,zip,latitude,longitude,mapview,mapzoom,siren,raison_sociale,statut_juridique,sdsei,pole_territorial,utd,nb_adherents,capital_social,post_dummy,phone,email,website,facebook
6343,ASS OENOLOGIQUE ET CULTURELLE,ass oenologique et culturelle,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.10796011096764,-1.148861413761316,,,425187176,ASS OENOLOGIQUE ET CULTURELLE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6344,ASS ROTARY CLUB BAYONNE BIARRITZ,ass rotary club bayonne biarritz,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.138960175288254,-1.1083000825910168,,,425187259,ASS ROTARY CLUB BAYONNE BIARRITZ,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6345,ASS COM.DEFENSE INFORM.SUR CANCER,ass com.defense inform.sur cancer,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.325606479912885,-1.368406185012653,,,425187275,ASS COM.DEFENSE INFORM.SUR CANCER,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6346,ASS SPORTIVE CARREFOUR BAB LOI 1901,ass sportive carrefour bab loi 1901,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.17017088993284,-1.1216935779668438,,,425187283,ASS SPORTIVE CARREFOUR BAB LOI 1901,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6347,ASS SYNDICALE LIBRE DES RIVERAINS,ass syndicale libre des riverains,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.15017056101881,-1.2424196809040349,,,425187309,ASS SYNDICALE LIBRE DES RIVERAINS,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6348,ASS REFLETS D'AQUITAINE,ass reflets daquitaine,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.07630297725673,-1.0823655665091807,,,425187333,ASS REFLETS D'AQUITAINE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6349,ASS SPORTIVE BIGLASTER TRIATHLON CLUB,ass sportive biglaster triathlon club,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.17445390005913,-1.304615941647604,,,425187739,ASS SPORTIVE BIGLASTER TRIATHLON CLUB,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6350,ASS BIDACHE COORDINATION,ass bidache coordination,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.271249829485534,-1.464690725847915,,,425187838,ASS BIDACHE COORDINATION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6351,ASS IBAIALDE,ass ibaialde,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.423903109058585,-1.3854447015009739,,,425187846,ASS IBAIALDE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6352,ASS DELEGATION COTE BASQUE STE CANINE P,ass delegation cote basque ste canine p,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.073635709024174,-1.1597598887421998,,,425187879,ASS DELEGATION COTE BASQUE STE CANINE P,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6353,CENTRE CULTUREL BRESILIEN,centre culturel bresilien,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.2598154827802,-1.2045491173685607,,,428109953,CENTRE CULTUREL BRESILIEN,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6354,ASS L'ECUREUIL LOISIRS,ass lecureuil loisirs,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.225081047595296,-1.1767120924167829,,,428587315,ASS L'ECUREUIL LOISIRS,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6355,ATELIER PEDAG INITIA MECAN SECU ROUTIERE,atelier pedag initia mecan secu routiere,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.084971303164444,-0.9983571643387295,,,429563000,ATELIER PEDAG INITIA MECAN SECU ROUTIERE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6356,ASS COMITE D'ENTREPRISE,ass comite dentreprise,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.40227883274722,-1.5680362720333099,,,430547828,ASS COMITE D'ENTREPRISE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6357,ASS CENTRE DE DOCUMENTATION-INFORMATION,ass centre de documentation information,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3129203008198,-1.448351530908107,,,430548115,ASS CENTRE DE DOCUMENTATION-INFORMATION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6358,ASS COMITE D ETABLISSEMENT GEANT CASINO,ass comite d etablissement geant casino,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.371489015624995,-1.6902941316791704,,,430548131,ASS COMITE D ETABLISSEMENT GEANT CASINO,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6359,UNIVERSITE DU TEMPS LIBRE D'ANGLET,universite du temps libre danglet,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.47205846710463,-1.5483476802838578,,,431545367,UNIVERSITE DU TEMPS LIBRE D'ANGLET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6360,JARDINS 2000,jardins 2000,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.18043346397341,-1.3691639542345073,,,431646728,JARDINS 2000,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6361,ASSOCIATION RESIDENCE YSATIS,association residence ysatis,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.212607917426205,-1.3657515262879891,,,431720705,ASSOCIATION RESIDENCE YSATIS,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6362,CLUB D'ECHECS CAVALIER D'OR,club dechecs cavalier dor,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.38041181022348,-1.6217788271301987,,,432053973,CLUB D'ECHECS CAVALIER D'OR,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6363,HEGAL EGIN,hegal egin,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.33990823826345,-1.194988998607189,,,432242733,HEGAL EGIN,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6364,SALSA BERDE,salsa berde,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.295186249885425,-1.4291320760578947,,,432701613,SALSA BERDE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6365,GYMNASTIQUE VOLONTAIRE NIV OCEAN,gymnastique volontaire niv ocean,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.32314151674392,-1.4135177181561103,,,432926335,GYMNASTIQUE VOLONTAIRE NIV OCEAN,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6366,ANGLET HORMADI AMATEUR,anglet hormadi amateur,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.269165189554876,-1.2939054639342973,,,433462298,ANGLET HORMADI AMATEUR,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6367,ASS PROFES DES ORGANISATEURS,ass profes des organisateurs,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.251386875436644,-1.0824793301240525,,,433644366,ASS PROFES DES ORGANISATEURS,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6368,CREA 64,crea 64,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.198977803003054,-1.3055739253278058,,,434834818,CREA 64,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6369,ASSO SPORTIVE ANGLET HORMADI ELITE,asso sportive anglet hormadi elite,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.037361558871574,-1.0130796058815768,,,434920682,ASSO SPORTIVE ANGLET HORMADI ELITE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6370,ASSOCIATION D'AIDE A LA FORMATION,association daide a la formation,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.514778111835305,-1.5092331390783271,,,434921623,ASSOCIATION D'AIDE A LA FORMATION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6371,ANGLET COTE BASQUE BASKET,anglet cote basque basket,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.149635449632335,-1.210737184399795,,,438931594,ANGLET COTE BASQUE BASKET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6372,GLOBALIS CONSEIL DEVELOPP RESSOURCES HUM,globalis conseil developp ressources hum,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.43536792073723,-1.4538987683968756,,,439184359,GLOBALIS CONSEIL DEVELOPP RESSOURCES HUM,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6373,ASSOCIATION ANGELUKO IKASLEAK,association angeluko ikasleak,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.113225754535065,-1.04316808796803,,,439626326,ASSOCIATION ANGELUKO IKASLEAK,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6374,SUD MUSIC 64,sud music 64,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.09710814191957,-1.1121362414845672,,,440690204,SUD MUSIC 64,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6375,AGORA CREATION,agora creation,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.334129288712106,-1.4005136718657607,,,440840122,AGORA CREATION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6376,ASS ANGELUZAIN,ass angeluzain,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.30554265248763,-1.2222829112027507,,,441752730,ASS ANGELUZAIN,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6377,TEKNO ENJOY ASSOCIATION,tekno enjoy association,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.369164976043365,-1.7252473383916003,,,442365797,TEKNO ENJOY ASSOCIATION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6378,ENTRE TERRAS LUR ARTE TAN,entre terras lur arte tan,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.49494194766924,-1.5094553196427543,,,442511895,ENTRE TERRAS LUR ARTE TAN,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6379,ASA ADOUR PAYS BASQUE,asa adour pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.431923683155134,-1.6707470603679107,,,442520607,ASA ADOUR PAYS BASQUE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6380,BOWLING ADOUR BAYONNE,bowling adour bayonne,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.31141905825554,-1.3919943027741604,,,442538054,BOWLING ADOUR BAYONNE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6381,GROUPEMENT D'EMPLOYEURS POUR L'INSERTION ET LA QUALIFICATION PROPRETE OCEAN PYRENEES,groupement demployeurs pour linsertion et la qualification proprete ocean pyrenees,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3830093630487,-1.387604007625101,,,442775896,GROUPEMENT D'EMPLOYEURS POUR L'INSERTION ET LA QUALIFICATION PROPRETE OCEAN PYRENEES,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6382,ECOLE DE BOWLING D'ANGLET,ecole de bowling danglet,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.217409089032586,-1.234100678070369,,,442837001,ECOLE DE BOWLING D'ANGLET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6383,CHOREGE,chorege,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.124831742135775,-0.9862417198284704,,,443970348,CHOREGE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6384,LAGUNEKIN BOWLERS ANGLET,lagunekin bowlers anglet,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.25544019675826,-1.0612315362735032,,,444216956,LAGUNEKIN BOWLERS ANGLET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6385,PLATEFORME ASS READAPTATION INSERTION,plateforme ass readaptation insertion,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.111428821201415,-1.1258123084022271,,,444836837,PLATEFORME ASS READAPTATION INSERTION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6386,LES BONS AMIS DU SPORT DE QUILLES,les bons amis du sport de quilles,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.05359764773621,-1.1086801431686504,,,447645664,LES BONS AMIS DU SPORT DE QUILLES,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6387,UNION ENTRETIEN AERONAUTIQUE PYRENEES,union entretien aeronautique pyrenees,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.43534703411939,-1.5746715594209757,,,447706359,UNION ENTRETIEN AERONAUTIQUE PYRENEES,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6388,BAYONNE BADMINTON CLUB,bayonne badminton club,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.22411016306652,-1.1253846926417648,,,447970682,BAYONNE BADMINTON CLUB,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6389,CYBER BOWLING CLUB D ANGLET,cyber bowling club d anglet,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.238374347269364,-1.1218346033108748,,,447986266,CYBER BOWLING CLUB D ANGLET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6390,LES ARCHERS DE LA HUMADE,les archers de la humade,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.30494099726898,-1.1948137509098928,,,447986365,LES ARCHERS DE LA HUMADE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6391,ECOLE DE PILOTAGE ET SECURITE MOTO,ecole de pilotage et securite moto,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.07932177318535,-0.9745708009922316,,,447986415,ECOLE DE PILOTAGE ET SECURITE MOTO,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6392,SPORTS ET ACTIVITES SUR GLACE A ANGLET,sports et activites sur glace a anglet,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.194484955283265,-1.247985604600351,,,448004176,SPORTS ET ACTIVITES SUR GLACE A ANGLET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6393,COMITE DES PYRENEES DE NATATION,comite des pyrenees de natation,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.41420684045288,-1.328577450669235,,,448030569,COMITE DES PYRENEES DE NATATION,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6394,ZHONG FU LA VERITE INTERIEURE,zhong fu la verite interieure,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.16994911427395,-1.054802806168384,,,448143636,ZHONG FU LA VERITE INTERIEURE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6395,ROLLER SKATING ANGLOY,roller skating angloy,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.115354410928326,-0.9524382662718357,,,448148163,ROLLER SKATING ANGLOY,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6396,ARRANOAK ANGLET,arranoak anglet,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.084890453502965,-0.9796587204333846,,,449114933,ARRANOAK ANGLET,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6397,MOZ'ART,mozart,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.30304785866483,-1.5294824740779578,,,449118736,MOZ'ART,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6398,LES PLAISIRS D ARCADIE,les plaisirs d arcadie,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.134525887609676,-0.984155287605956,,,449620137,LES PLAISIRS D ARCADIE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6399,TAEKWONDO ILYO CLUB B.A.B.,taekwondo ilyo club b.a.b.,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.05812916356002,-1.048297831596996,,,449840966,TAEKWONDO ILYO CLUB B.A.B.,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6400,ASS SYND LIBRE DE L'ALL E,ass synd libre de lall e,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.21842418338979,-1.4553109836863136,,,450486550,ASS SYND LIBRE DE L'ALL E,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6401,ASSOCIATION HEGOAS STUDIOS,association hegoas studios,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.34779017469592,-1.3269714536400543,,,450550066,ASSOCIATION HEGOAS STUDIOS,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6402,RESEAU DYSFONCT NEUROPSY PAYS BASQUE,reseau dysfonct neuropsy pays basque,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.190387886560394,-1.0903358331599207,,,450646674,RESEAU DYSFONCT NEUROPSY PAYS BASQUE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6403,HESTAS E PASTORALAS EN BAISH ADOR,hestas e pastoralas en baish ador,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.37390731998828,-1.5393637511195295,,,450765250,HESTAS E PASTORALAS EN BAISH ADOR,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6404,ASSOCIATION HAUREN IRINOA,association hauren irinoa,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.389283960109985,-1.7175461457297196,,,450853312,ASSOCIATION HAUREN IRINOA,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6405,LES DEVELOPPEMENTS DURABLES,les developpements durables,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.17347374138355,-0.9434048109313435,,,450866231,LES DEVELOPPEMENTS DURABLES,COOPERATIVES,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6406,BRESIL ART,bresil art,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3337301126198,-1.3285863260905395,,,451105647,BRESIL ART,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6407,NOBATEK,nobatek,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.367925424057425,-1.4144078390342971,,,451931208,NOBATEK,COOPERATIVES,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6408,POLLYANNA,pollyanna,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.298226142500795,-1.2888024750939184,,,452357205,POLLYANNA,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6409,JD ENFANT DU MONDE,jd enfant du monde,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.28525829969578,-1.435527199498495,,,453008666,JD ENFANT DU MONDE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6410,INIT ENVIRONNEMENT,init environnement,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.408552036445215,-1.4103371681648538,,,453315913,INIT ENVIRONNEMENT,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6411,RENAISSANCE,renaissance,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.29916304701365,-1.1984974452947987,,,453583304,RENAISSANCE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6412,ASPAL PAYS BASQUE SUD DES LANDES,aspal pays basque sud des landes,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.46656711573402,-1.5484286287622226,,,478030323,ASPAL PAYS BASQUE SUD DES LANDES,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6413,LE THEATRE DE SABLE,le theatre de sable,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.3162510023887,-1.179306751876634,,,478933864,LE THEATRE DE SABLE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6414,ANGLET ROLLER HOCKEY COTE BASQUE,anglet roller hockey cote basque,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.20956246931725,-1.4310434884701144,,,479090474,ANGLET ROLLER HOCKEY COTE BASQUE,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6415,ERREPIKA,errepika,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.13649153183635,-0.9895706441232703,,,479960577,ERREPIKA,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6416,CHECK LE BAB,check le bab,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.34045311876942,-1.3273404417369559,,,480169556,CHECK LE BAB,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6417,ASS URRIKOA,ass urrikoa,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.132323203573065,-1.1091784417387984,,,480612118,ASS URRIKOA,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6418,AS A C RO S,as a c ro s,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.373695064695504,-1.5841045674350018,,,481023810,AS A C RO S,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6419,ANGELUKO GAZTEAK,angeluko gazteak,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.15693754949868,-1.2301463262634516,,,481128239,ANGELUKO GAZTEAK,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
6420,OBJECTIF METIER GEROA,objectif metier geroa,publish,,,,"0",,127.0.0.1,"0","0",,,ANGLET,Nouvelle-Aquitaine,France,64600,43.031213482670836,-1.010608313038993,,,481820751,OBJECTIF METIER GEROA,ASSOCIATIONS,Adour-BAB,COTE BASQUE ADOUR,UTD Labourd,,,"0",,,,
